8a07828b8e8e5914018ea9fa969e5d63,20240404123915 CDT,Approved,abc123-16,"HuhHuh, Wisher",123456789,,xxxabc-137,"HuhHuh, Wisher",123456789,,,,,,1Wisher.HuhHuh@dododo.com,"HuhHuh, Wisher",123456789,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,High School Diploma||Yes||Yes
8a07828b8e8e5914018ea9fbd0956e1b,20240404124036 CDT,Closed,abc123-17,"HuhHuh, Wisher",123456789,,xxxabc-138,"HuhHuh, Wisher",123456789,,1Wisher.HuhHuh,"HuhHuh, Wisher",123456789,,1Wisher.HuhHuh@dododo.com,"HuhHuh, Wisher",123456789,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,GED|WMXXX-1258_Defect Retest.docx|Yes||Yes
8a07828b903ec8b101904b78ff432553,20240624141859 CDT,Approved,abc123-18,"Admin, System",xxxddd123,,xxxabc-139,"testuser, mployee3",753159456,,,,,,xxxabc-123,"Admin, System",xxxddd123,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,High School Diploma||No
8a07828b903ec8b101904b78ff432554,20240624141859 CDT,Closed,abc123-19,"Admin, System",xxxddd123,,xxxabc-140,"Admin, System",xxxddd123,,admin_testuser,"dododo, XXXAdmin",,,admin_testuser,"dododo, XXXAdmin",,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,GED||Yes||Yes
8a07828b903ec8b101904b78ff432555,20240624141859 CDT,Closed,abc123-20,"Admin, System",xxxddd123,,xxxabc-141,"Admin, System",xxxddd123,,,,,,xxxabc-123,"Admin, System",xxxddd123,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,High School Diploma||No
8a07828b903ec8b101904b78ff432556,20240624141859 CDT,Closed,abc123-21,"Admin, System",xxxddd123,,xxxabc-142,"testuser, mployee3",753159456,,,,,,xxxabc-123,"Admin, System",xxxddd123,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,High School Diploma||No
8a07828b903ec8b101904b78ff432557,20240624141859 CDT,Closed,abc123-22,"Dougiie, Doo",123456789,,xxxabc-143,"Dougiie, Doo",123456789,,,,,,pqpqpqpq@dododo.com,"Dougiie, Doo",123456789,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,High School Diploma||Yes||Yes
8a07828b903ec8b101904b78ff432558,20240624141859 CDT,Closed,abc123-23,"Admin, System",xxxddd123,,xxxabc-144,"User4, HBHMEC",,,historicalapprover,"Approver, Historical ",,,,,,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,"High School Diploma||Yes|NAME, ONE (10/27/23 11:34 AM):  Bachelors degree from the University of Miami"
8a07828b903ec8b101904b78ff432559,20240624141859 CDT,Approved,abc123-24,"Admin, System",xxxddd123,,xxxabc-145,"User4, CEOHOB",,,historicalapprover,"Approver, Historical ",,,,,,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,High School Diploma||Yes
8a07828b903ec8b101904b78ff432560,20240624141859 CDT,Approved,abc123-25,"Admin, System",xxxddd123,,xxxabc-146,"User4, PHEM",,,historicalapprover,"Approver, Historical ",,,,,,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,||No
8a07828b903ec8b101904b78ff432561,20240624141859 CDT,Approved,abc123-26,"Admin, System",xxxddd123,,xxxabc-147,"Test1, CEHB",,,historicalapprover,"Approver, Historical ",,,,,,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,High School Diploma||Yes
8a07828b903ec8b101904b78ff432562,20240624141859 CDT,Approved,abc123-27,"Admin, System",xxxddd123,,xxxabc-148,"Test1, CEPR",,,historicalapprover,"Approver, Historical ",,,,,,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,"High School Diploma||Yes|NAME, TWO (10/26/23 09:16 AM):  Graduated from the University of MN"
8a07828b903ec8b101904b78ff432563,20240624141859 CDT,Not Approved,abc123-28,"Admin, System",xxxddd123,,xxxabc-149,"Test1, CEPRHB",,,historicalapprover,"Approver, Historical ",,,,,,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,"High School Diploma||Yes|NAME, THREE (10/25/23 04:29 PM):  BA Biology University of Texas Dallas  1979"
8a07828b903ec8b101904b78ff432564,20240624141859 CDT,Not Approved,abc123-29,"Admin, System",xxxddd123,,xxxabc-150,"Test1, PRHBHE",,,historicalapprover,"Approver, Historical ",,,,,,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,High School Diploma||Yes
8a07828b903ec8b101904b78ff432565,20240624141859 CDT,Not Approved,abc123-30,"Admin, System",xxxddd123,,xxxabc-151,"Test1, CEHBHE",,,historicalapprover,"Approver, Historical ",,,,,,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,"High School Diploma||Yes|NAME, FOUR (12/02/21 11:42 AM):  Bachelor of Arts, University of Pennsylvania"
8a07828b903ec8b101904b78ff432566,20240624141859 CDT,Closed,abc123-31,"Admin, System",xxxddd123,,xxxabc-152,"Test1, CEHEM",,,historicalapprover,"Approver, Historical ",,,,,,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,High School Diploma||No
8a07828b903ec8b101904b78ff432567,20240624141859 CDT,Closed,abc123-32,"Admin, System",xxxddd123,,xxxabc-153,"Test1, PRHB",,,historicalapprover,"Approver, Historical ",,,,,,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,High School Diploma||Yes
8a07828b903ec8b101904b78ff432568,20240624141859 CDT,Closed,abc123-33,"HuhHuh, Wisher",123456789,,xxxabc-154,"HuhHuh, Wisher",123456789,,,,,,1Wisher.HuhHuh@dododo.com,"HuhHuh, Wisher",123456789,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,"GED|Prod Flat file Validation.docx|No|Comments:
(Optional)"
8a07828b903ec8b101904b78ff432569,20240624141859 CDT,Closed,abc123-34,"HuhHuh, Wisher",123456789,,xxxabc-155,"HuhHuh, Wisher",123456789,,,,,,1Wisher.HuhHuh@dododo.com,"HuhHuh, Wisher",123456789,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,High School Diploma||Yes||Yes
8a07828b903ec8b101904b78ff432570,20240624141859 CDT,Closed,abc123-35,"HuhHuh, Wisher",123456789,,xxxabc-156,"HuhHuh, Wisher",123456789,,1Wisher.HuhHuh@dododo.com,"HuhHuh, Wisher",123456789,,1Wisher.HuhHuh@dododo.com,"HuhHuh, Wisher",123456789,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,GED|WMXXX-1258_Defect Retest.docx|Yes||Yes
8a07828b903ec8b101904b78ff432571,20240624141859 CDT,Not Approved,abc123-36,"Admin, System",xxxddd123,,xxxabc-157,"testuser, mployee3",753159456,,,,,,xxxabc-123,"Admin, System",xxxddd123,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,High School Diploma||No
8a07828b903ec8b101904b78ff432572,20240624141859 CDT,Approved,abc123-37,"Admin, System",xxxddd123,,xxxabc-158,"Admin, System",xxxddd123,,admin_testuser,"dododo, XXXAdmin",,,admin_testuser,"dododo, XXXAdmin",,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,GED||Yes||Yes
8a07828b903ec8b101904b78ff432573,20240624141859 CDT,Approved,abc123-38,"Admin, System",xxxddd123,,xxxabc-159,"Admin, System",xxxddd123,,,,,,xxxabc-123,"Admin, System",xxxddd123,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,High School Diploma||No
8a07828b903ec8b101904b78ff432574,20240624141859 CDT,Approved,abc123-39,"Admin, System",xxxddd123,,xxxabc-160,"testuser, mployee3",753159456,,,,,,xxxabc-123,"Admin, System",xxxddd123,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,High School Diploma||No
8a07828b903ec8b101904b78ff432575,20240624141859 CDT,Approved,abc123-40,"Dougiie, Doo",123456789,,xxxabc-161,"Dougiie, Doo",123456789,,,,,,pqpqpqpq@dododo.com,"Dougiie, Doo",123456789,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,High School Diploma||Yes||Yes
8a07828b903ec8b101904b78ff432576,20240624141859 CDT,Approved,abc123-41,"Admin, System",xxxddd123,,xxxabc-162,"User4, HBHMEC",,,historicalapprover,"Approver, Historical ",,,,,,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,"High School Diploma||Yes|NAME, ONE (10/27/23 11:34 AM):  Bachelors degree from the University of Miami"
8a07828b903ec8b101904b78ff432577,20240624141859 CDT,Not Approved,abc123-42,"Admin, System",xxxddd123,,xxxabc-163,"User4, CEOHOB",,,historicalapprover,"Approver, Historical ",,,,,,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,High School Diploma||Yes
8a07828b903ec8b101904b78ff432578,20240624141859 CDT,Closed,abc123-43,"Admin, System",xxxddd123,,xxxabc-164,"User4, PHEM",,,historicalapprover,"Approver, Historical ",,,,,,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,||No
8a07828b903ec8b101904b78ff432579,20240624141859 CDT,Closed,abc123-44,"Admin, System",xxxddd123,,xxxabc-165,"Test1, CEHB",,,historicalapprover,"Approver, Historical ",,,,,,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,High School Diploma||Yes
8a07828b903ec8b101904b78ff432580,20240624141859 CDT,Closed,abc123-45,"Admin, System",xxxddd123,,xxxabc-166,"Test1, CEPR",,,historicalapprover,"Approver, Historical ",,,,,,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,"High School Diploma||Yes|NAME, TWO (10/26/23 09:16 AM):  Graduated from the University of MN"
8a07828b903ec8b101904b78ff432581,20240624141859 CDT,Closed,abc123-46,"Admin, System",xxxddd123,,xxxabc-167,"Test1, CEPRHB",,,historicalapprover,"Approver, Historical ",,,,,,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,"High School Diploma||Yes|NAME, THREE (10/25/23 04:29 PM):  BA Biology University of Texas Dallas  1979"
8a07828b903ec8b101904b78ff432582,20240624141859 CDT,Not Approved,abc123-47,"Admin, System",xxxddd123,,xxxabc-168,"Test1, PRHBHE",,,historicalapprover,"Approver, Historical ",,,,,,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,High School Diploma||Yes
8a07828b903ec8b101904b78ff432583,20240624141859 CDT,Not Approved,abc123-48,"Admin, System",xxxddd123,,xxxabc-169,"Test1, CEHBHE",,,historicalapprover,"Approver, Historical ",,,,,,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,"High School Diploma||Yes|NAME, FOUR (12/02/21 11:42 AM):  Bachelor of Arts, University of Pennsylvania"
8a07828b903ec8b101904b78ff432584,20240624141859 CDT,Not Approved,abc123-49,"Admin, System",xxxddd123,,xxxabc-170,"Test1, CEHEM",,,historicalapprover,"Approver, Historical ",,,,,,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,High School Diploma||No
8a07828b903ec8b101904b78ff432585,20240624141859 CDT,Approved,abc123-50,"Admin, System",xxxddd123,,xxxabc-171,"Test1, PRHB",,,historicalapprover,"Approver, Historical ",,,,,,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,High School Diploma||Yes
8a07828b903ec8b101904b78ff432586,20240624141859 CDT,Approved,abc123-51,"HuhHuh, Wisher",123456789,,xxxabc-172,"HuhHuh, Wisher",123456789,,,,,,1Wisher.HuhHuh@dododo.com,"HuhHuh, Wisher",123456789,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,"GED|Prod Flat file Validation.docx|No|Comments:
(Optional)"
8a07828b903ec8b101904b78ff432587,20240624141859 CDT,Approved,abc123-52,"HuhHuh, Wisher",123456789,,xxxabc-173,"HuhHuh, Wisher",123456789,,,,,,1Wisher.HuhHuh@dododo.com,"HuhHuh, Wisher",123456789,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,High School Diploma||Yes||Yes
8a07828b903ec8b101904b78ff432588,20240624141859 CDT,Approved,abc123-53,"HuhHuh, Wisher",123456789,,xxxabc-174,"HuhHuh, Wisher",123456789,,1Wisher.HuhHuh@dododo.com,"HuhHuh, Wisher",123456789,,1Wisher.HuhHuh@dododo.com,"HuhHuh, Wisher",123456789,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,GED|WMXXX-1258_Defect Retest.docx|Yes||Yes
8a07828b903ec8b101904b78ff432589,20240624141859 CDT,Approved,abc123-54,"Admin, System",xxxddd123,,xxxabc-175,"testuser, mployee3",753159456,,,,,,xxxabc-123,"Admin, System",xxxddd123,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,High School Diploma||No
8a07828b903ec8b101904b78ff432590,20240624141859 CDT,Not Approved,abc123-55,"Admin, System",xxxddd123,,xxxabc-176,"Admin, System",xxxddd123,,admin_testuser,"dododo, XXXAdmin",,,admin_testuser,"dododo, XXXAdmin",,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,GED||Yes||Yes
8a07828b903ec8b101904b78ff432591,20240624141859 CDT,Not Approved,abc123-56,"Admin, System",xxxddd123,,xxxabc-177,"Admin, System",xxxddd123,,,,,,xxxabc-123,"Admin, System",xxxddd123,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,High School Diploma||No
8a07828b903ec8b101904b78ff432592,20240624141859 CDT,Not Approved,abc123-57,"Admin, System",xxxddd123,,xxxabc-178,"testuser, mployee3",753159456,,,,,,xxxabc-123,"Admin, System",xxxddd123,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,High School Diploma||No
8a07828b903ec8b101904b78ff432593,20240624141859 CDT,Closed,abc123-58,"Dougiie, Doo",123456789,,xxxabc-179,"Dougiie, Doo",123456789,,,,,,pqpqpqpq@dododo.com,"Dougiie, Doo",123456789,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,High School Diploma||Yes||Yes
8a07828b903ec8b101904b78ff432594,20240624141859 CDT,Closed,abc123-59,"Admin, System",xxxddd123,,xxxabc-180,"User4, HBHMEC",,,historicalapprover,"Approver, Historical ",,,,,,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,"High School Diploma||Yes|NAME, ONE (10/27/23 11:34 AM):  Bachelors degree from the University of Miami"
8a07828b903ec8b101904b78ff432595,20240624141859 CDT,Closed,abc123-60,"Admin, System",xxxddd123,,xxxabc-181,"User4, CEOHOB",,,historicalapprover,"Approver, Historical ",,,,,,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,High School Diploma||Yes
8a07828b903ec8b101904b78ff432596,20240624141859 CDT,Closed,abc123-61,"Admin, System",xxxddd123,,xxxabc-182,"User4, PHEM",,,historicalapprover,"Approver, Historical ",,,,,,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,||No
8a07828b903ec8b101904b78ff432597,20240624141859 CDT,Closed,abc123-62,"Admin, System",xxxddd123,,xxxabc-183,"Test1, CEHB",,,historicalapprover,"Approver, Historical ",,,,,,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,High School Diploma||Yes
8a07828b903ec8b101904b78ff432598,20240624141859 CDT,Closed,abc123-63,"Admin, System",xxxddd123,,xxxabc-184,"Test1, CEPR",,,historicalapprover,"Approver, Historical ",,,,,,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,"High School Diploma||Yes|NAME, TWO (10/26/23 09:16 AM):  Graduated from the University of MN"
8a07828b903ec8b101904b78ff432599,20240624141859 CDT,Closed,abc123-64,"Admin, System",xxxddd123,,xxxabc-185,"Test1, CEPRHB",,,historicalapprover,"Approver, Historical ",,,,,,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,"High School Diploma||Yes|NAME, THREE (10/25/23 04:29 PM):  BA Biology University of Texas Dallas  1979"
8a07828b903ec8b101904b78ff432600,20240624141859 CDT,Closed,abc123-65,"Admin, System",xxxddd123,,xxxabc-186,"Test1, PRHBHE",,,historicalapprover,"Approver, Historical ",,,,,,,Did you graduate from High School or were you issued a GED?|Please attach any supporting documentation with this request: (Optional)|Have you completed any post secondary education you wish to disclose?|Comments:|I attest that all Post Secondary Education has been disclosed.,High School Diploma||Yes
